transaction_type,transaction_amount,transaction_date,transaction_note,category,subcategory
Income,742.65,2021-05-01 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Income,423.59,2021-01-08 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,414.71,2022-09-15 21:27:32.494381,Transaction for Stocks,Investment,Stocks
Income,912.71,2023-09-15 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Expense,60.81,2021-09-02 21:27:32.494381,Transaction for Stocks,Investment,Stocks
Income,439.56,2023-02-04 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,223.53,2022-08-29 21:27:32.494381,Transaction for Health Supplements,Health & Fitness,Health Supplements
Income,20.11,2023-11-11 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,139.03,2019-12-25 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,492.29,2022-12-22 21:27:32.494381,Transaction for Medical Expenses,Health & Fitness,Medical Expenses
Income,421.04,2020-12-16 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Expense,657.14,2019-10-16 21:27:32.494381,Transaction for Health Insurance,Insurance,Health Insurance
Income,406.08,2023-08-25 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,920.59,2020-05-26 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,300.73,2021-08-17 21:27:32.494381,Transaction for Books,Education,Books
Expense,230.62,2022-03-24 21:27:32.494381,Transaction for Events,Entertainment,Events
Expense,962.42,2021-03-06 21:27:32.494381,Transaction for Mutual Funds,Investment,Mutual Funds
Income,439.44,2023-09-10 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,559.14,2022-03-21 21:27:32.494381,Transaction for Restaurants,Food and Beverage,Restaurants
Income,892.95,2020-02-03 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,945.42,2020-08-03 21:27:32.494381,Transaction for Rent,Other Income,Rent
Income,41.43,2019-10-16 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,212.87,2019-05-01 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Income,464.95,2019-11-25 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,592.31,2022-04-05 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,763.31,2021-06-10 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,730.91,2020-01-09 21:27:32.494381,Transaction for Childcare,Family,Childcare
Expense,158.4,2019-11-22 21:27:32.494381,Transaction for Restaurants,Food and Beverage,Restaurants
Income,262.11,2019-03-27 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,790.9,2019-08-10 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,313.35,2021-03-27 21:27:32.494381,Transaction for Child Support,Family,Child Support
Expense,671.76,2021-09-09 21:27:32.494381,Transaction for Water,Bill & Utilities,Water
Income,366.37,2022-07-12 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,515.62,2020-03-27 21:27:32.494381,Transaction for Rent,Other Income,Rent
Expense,729.5,2023-03-18 21:27:32.494381,Transaction for Movies,Entertainment,Movies
Income,829.51,2019-02-10 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Income,852.95,2023-12-15 21:27:32.494381,Transaction for Rent,Other Income,Rent
Expense,460.77,2022-09-11 21:27:32.494381,Transaction for Water,Bill & Utilities,Water
Income,707.68,2022-11-26 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Expense,996.73,2020-02-28 21:27:32.494381,Transaction for Electronics,Shopping,Electronics
Expense,685.59,2020-11-01 21:27:32.494381,Transaction for Mutual Funds,Investment,Mutual Funds
Expense,703.3,2019-12-13 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Expense,555.59,2023-12-27 21:27:32.494381,Transaction for Public Transport,Transportation,Public Transport
Income,841.73,2021-08-21 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,111.15,2022-11-13 21:27:32.494381,Transaction for Loan Interest,Pay Interest,Loan Interest
Expense,50.04,2021-07-02 21:27:32.494381,Transaction for Credit Card Interest,Pay Interest,Credit Card Interest
Expense,421.04,2023-02-12 21:27:32.494381,Transaction for Fuel,Transportation,Fuel
Income,101.24,2021-05-16 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,568.83,2019-11-11 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,427.6,2020-08-02 21:27:32.494381,Transaction for Bonds,Investment,Bonds
Expense,981.03,2019-04-27 21:27:32.494381,Transaction for Gifts,Gifts & Donations,Gifts
Expense,559.84,2022-02-25 21:27:32.494381,Transaction for Public Transport,Transportation,Public Transport
Expense,731.71,2024-01-11 21:27:32.494381,Transaction for Tuition,Education,Tuition
Expense,126.54,2022-04-25 21:27:32.494381,Transaction for Credit Card Interest,Pay Interest,Credit Card Interest
Expense,514.11,2022-12-29 21:27:32.494381,Transaction for Events,Entertainment,Events
Expense,644.61,2021-12-10 21:27:32.494381,Transaction for Fuel,Transportation,Fuel
Income,448.39,2022-05-10 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Expense,992.14,2023-03-10 21:27:32.494381,Transaction for Alimony,Family,Alimony
Expense,700.59,2021-10-28 21:27:32.494381,Transaction for Electronics,Shopping,Electronics
Expense,113.93,2019-04-28 21:27:32.494381,Transaction for Restaurants,Food and Beverage,Restaurants
Expense,257.88,2022-09-16 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Income,439.72,2021-07-19 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,257.48,2023-05-31 21:27:32.494381,Transaction for Stocks,Investment,Stocks
Income,251.45,2022-07-17 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,19.41,2019-12-28 21:27:32.494381,Transaction for Water,Bill & Utilities,Water
Income,197.52,2022-07-26 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,776.65,2020-04-18 21:27:32.494381,Transaction for Gifts,Gifts & Donations,Gifts
Income,863.76,2023-06-08 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,503.61,2020-06-16 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,118.55,2023-07-29 21:27:32.494381,Transaction for Concerts,Entertainment,Concerts
Income,142.23,2022-10-12 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Expense,806.1,2019-05-10 21:27:32.494381,Transaction for Alimony,Family,Alimony
Income,923.17,2021-08-14 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,54.47,2022-12-24 21:27:32.494381,Transaction for Charity,Gifts & Donations,Charity
Expense,346.11,2023-01-19 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Expense,718.02,2020-06-03 21:27:32.494381,Transaction for Online Payment,Outgoing Transfer,Online Payment
Expense,218.01,2022-01-19 21:27:32.494381,Transaction for Home Insurance,Insurance,Home Insurance
Income,284.64,2023-07-31 21:27:32.494381,Transaction for Rent,Other Income,Rent
Income,276.91,2022-09-09 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,570.77,2019-10-19 21:27:32.494381,Transaction for Medical Expenses,Health & Fitness,Medical Expenses
Expense,771.04,2021-03-23 21:27:32.494381,Transaction for Childcare,Family,Childcare
Expense,587.35,2022-04-11 21:27:32.494381,Transaction for Stocks,Investment,Stocks
Expense,324.85,2021-09-19 21:27:32.494381,Transaction for Car Insurance,Insurance,Car Insurance
Income,623.89,2021-01-30 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,279.21,2020-12-18 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Income,966.5,2021-04-19 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,857.8,2020-08-11 21:27:32.494381,Transaction for Online Payment,Outgoing Transfer,Online Payment
Income,677.24,2022-05-24 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Expense,858.1,2020-11-07 21:27:32.494381,Transaction for Medical Expenses,Health & Fitness,Medical Expenses
Income,957.43,2019-06-07 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,685.32,2020-02-17 21:27:32.494381,Transaction for Health Insurance,Insurance,Health Insurance
Expense,878.08,2022-04-08 21:27:32.494381,Transaction for Movies,Entertainment,Movies
Income,93.24,2019-06-23 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Income,806.3,2024-01-20 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,282.55,2022-08-24 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,745.6,2022-02-05 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,99.08,2021-04-16 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,222.62,2023-02-06 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,580.88,2020-12-19 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Expense,559.76,2022-03-13 21:27:32.494381,Transaction for Loan Interest,Pay Interest,Loan Interest
Income,632.27,2019-07-24 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,360.91,2019-11-30 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,187.63,2020-02-08 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,922.54,2020-07-26 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,550.44,2019-06-07 21:27:32.494381,Transaction for Charity,Gifts & Donations,Charity
Income,71.72,2022-08-04 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Income,151.95,2020-09-14 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,354.5,2020-07-23 21:27:32.494381,Transaction for Tuition,Education,Tuition
Expense,377.88,2020-05-17 21:27:32.494381,Transaction for Public Transport,Transportation,Public Transport
Income,384.27,2022-01-22 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Income,761.35,2021-03-03 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Expense,826.79,2019-04-21 21:27:32.494381,Transaction for Internet,Bill & Utilities,Internet
Expense,24.19,2023-01-15 21:27:32.494381,Transaction for Phone,Bill & Utilities,Phone
Income,195.46,2022-12-11 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Expense,880.03,2022-09-10 21:27:32.494381,Transaction for Alimony,Family,Alimony
Income,560.24,2023-02-24 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Income,213.61,2019-08-16 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,528.41,2020-09-01 21:27:32.494381,Transaction for Health Supplements,Health & Fitness,Health Supplements
Expense,943.66,2022-10-19 21:27:32.494381,Transaction for Bonds,Investment,Bonds
Income,755.77,2022-05-14 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,199.41,2020-05-30 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Expense,70.03,2020-11-02 21:27:32.494381,Transaction for Bonds,Investment,Bonds
Expense,696.52,2023-09-20 21:27:32.494381,Transaction for Movies,Entertainment,Movies
Income,275.68,2021-08-24 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,623.35,2022-10-02 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Expense,585.56,2022-08-17 21:27:32.494381,Transaction for Home Goods,Shopping,Home Goods
Expense,825.35,2020-04-28 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Income,880.96,2019-09-06 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,804.51,2019-06-13 21:27:32.494381,Transaction for Clothing,Shopping,Clothing
Income,427.07,2019-11-26 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,238.41,2021-08-23 21:27:32.494381,Transaction for Credit Card Interest,Pay Interest,Credit Card Interest
Income,104.73,2021-07-03 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,654.96,2020-08-07 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,950.64,2020-03-22 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Income,604.02,2022-04-03 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,525.85,2022-12-25 21:27:32.494381,Transaction for Public Transport,Transportation,Public Transport
Expense,198.56,2019-07-19 21:27:32.494381,Transaction for Health Insurance,Insurance,Health Insurance
Expense,405.06,2022-07-19 21:27:32.494381,Transaction for Concerts,Entertainment,Concerts
Expense,586.28,2019-11-14 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Income,110.81,2020-01-08 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Expense,124.74,2022-12-20 21:27:32.494381,Transaction for Home Goods,Shopping,Home Goods
Expense,617.57,2021-01-19 21:27:32.494381,Transaction for Home Insurance,Insurance,Home Insurance
Income,882.5,2024-02-07 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,342.65,2020-03-25 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,333.81,2023-09-22 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Income,184.6,2021-08-01 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,858.43,2020-12-15 21:27:32.494381,Transaction for Health Supplements,Health & Fitness,Health Supplements
Expense,443.88,2023-05-15 21:27:32.494381,Transaction for Public Transport,Transportation,Public Transport
Expense,193.32,2023-06-12 21:27:32.494381,Transaction for Charity,Gifts & Donations,Charity
Expense,974.7,2022-03-23 21:27:32.494381,Transaction for Charity,Gifts & Donations,Charity
Expense,41.42,2023-04-11 21:27:32.494381,Transaction for Phone,Bill & Utilities,Phone
Expense,799.3,2021-05-24 21:27:32.494381,Transaction for Groceries,Food and Beverage,Groceries
Income,946.23,2021-01-14 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,467.17,2021-07-05 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Income,261.86,2020-05-24 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,96.66,2020-05-02 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Expense,481.21,2021-12-18 21:27:32.494381,Transaction for Restaurants,Food and Beverage,Restaurants
Income,612.15,2021-01-22 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Expense,432.45,2021-10-17 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Expense,252.19,2021-12-19 21:27:32.494381,Transaction for Supplies,Education,Supplies
Expense,969.76,2020-07-05 21:27:32.494381,Transaction for Medical Expenses,Health & Fitness,Medical Expenses
Income,844.57,2019-09-22 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Expense,179.91,2024-01-30 21:27:32.494381,Transaction for Vehicle Maintenance,Transportation,Vehicle Maintenance
Income,608.33,2020-12-19 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Income,945.44,2020-05-22 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,644.83,2019-10-17 21:27:32.494381,Transaction for Loan Interest,Pay Interest,Loan Interest
Expense,416.84,2023-11-22 21:27:32.494381,Transaction for Mutual Funds,Investment,Mutual Funds
Income,766.25,2024-01-17 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,32.77,2021-08-31 21:27:32.494381,Transaction for Home Insurance,Insurance,Home Insurance
Income,963.47,2022-07-13 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Income,379.85,2022-08-05 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,871.62,2021-09-05 21:27:32.494381,Transaction for Medical Expenses,Health & Fitness,Medical Expenses
Income,328.5,2022-03-21 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Income,593.77,2021-09-27 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
